NAME	TITLE	SCORE	
ZNF311	zinc finger protein 311 [Source:HGNC Symbol;Acc:HGNC:13847]	0.6524433	
CCDC40	coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:HGNC:26090]	0.6518331	
HTR2C	5-hydroxytryptamine receptor 2C [Source:HGNC Symbol;Acc:HGNC:5295]	0.65118957	
SOWAHB	sosondowah ankyrin repeat domain family member B [Source:HGNC Symbol;Acc:HGNC:32958]	0.65100664	
SLC25A18	solute carrier family 25 member 18 [Source:HGNC Symbol;Acc:HGNC:10988]	0.6507706	
BAHCC1	BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29279]	0.6500193	
LRRC37A7P	leucine rich repeat containing 37 member A7, pseudogene [Source:HGNC Symbol;Acc:HGNC:43792]	0.6498864	
KAT2B	lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]	0.64974433	
DHFR2	dihydrofolate reductase 2 [Source:HGNC Symbol;Acc:HGNC:27309]	0.64937633	
FAM131B-AS1	FAM131B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55208]	0.64910764	
FILIP1	filamin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21015]	0.6489963	
APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357]	0.64899194	
TMC8	transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]	0.6481001	
TET2	tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941]	0.647682	
NIPA1	NIPA magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:17043]	0.6476709	
PNMA8C	PNMA family member 8C [Source:HGNC Symbol;Acc:HGNC:53427]	0.6468246	
FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]	0.64662105	
PAXIP1-AS2	PAXIP1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:48958]	0.645587	
ELAVL3	ELAV like RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3314]	0.6435552	
ANK2	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]	0.64328724	
GPM6A	glycoprotein M6A [Source:HGNC Symbol;Acc:HGNC:4460]	0.6425186	
MT-TC	mitochondrially encoded tRNA-Cys (UGU/C) [Source:HGNC Symbol;Acc:HGNC:7477]	0.6422156	
SHISA6	shisa family member 6 [Source:HGNC Symbol;Acc:HGNC:34491]	0.64218545	
MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]	0.64136726	
KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6230]	0.64098674	
ADSS1	adenylosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:20093]	0.6401734	
ADAM11	ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]	0.6400706	
HAP1	huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]	0.6394729	
SLC30A1	solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:HGNC:11012]	0.6387403	
CYP39A1	cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449]	0.6385558	
CD2BP2-DT	CD2BP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53029]	0.63846296	
MEIS3P1	Meis homeobox 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7002]	0.6384082	
STXBP5L	syntaxin binding protein 5L [Source:HGNC Symbol;Acc:HGNC:30757]	0.6362911	
TINCR	TINCR ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:14607]	0.6360071	
SEC14L6	SEC14 like lipid binding 6 [Source:HGNC Symbol;Acc:HGNC:40047]	0.6358876	
PABPC3	poly(A) binding protein cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]	0.635605	
VN1R81P	vomeronasal 1 receptor 81 pseudogene [Source:HGNC Symbol;Acc:HGNC:37401]	0.63478917	
MCOLN3	mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]	0.6343334	
NINJ2-AS1	NINJ2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40405]	0.63431066	
BST2	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	0.63375247	
SHE	Src homology 2 domain containing E [Source:HGNC Symbol;Acc:HGNC:27004]	0.6334278	
CEL	carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]	0.6332717	
ZNF846	zinc finger protein 846 [Source:HGNC Symbol;Acc:HGNC:27260]	0.6332601	
DHX58	DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]	0.63262683	
SLA	Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]	0.6315721	
NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	0.6298165	
CERCAM	cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:23723]	0.62912244	
WASH8P	WAS protein family homolog 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:53913]	0.6286966	
PRELID2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]	0.62860787	
ZNF221	zinc finger protein 221 [Source:HGNC Symbol;Acc:HGNC:13014]	0.6284251	
DLL3	delta like canonical Notch ligand 3 [Source:HGNC Symbol;Acc:HGNC:2909]	0.6283144	
ZFP2	ZFP2 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:26138]	0.6266959	
NOS3	nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]	0.62588835	
ZNF44	zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110]	0.62497425	
FAM227A	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]	0.6246889	
CEBPA	CCAAT enhancer binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1833]	0.6237721	
RABL2A	RAB, member of RAS oncogene family like 2A [Source:HGNC Symbol;Acc:HGNC:9799]	0.6230528	
PCSK2	proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]	0.62245727	
TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]	0.62211335	
HK2-DT	HK2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55204]	0.62162477	
INSYN1-AS1	INSYN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51422]	0.6212236	
MX2	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]	0.6210339	
CCDC159	coiled-coil domain containing 159 [Source:HGNC Symbol;Acc:HGNC:26996]	0.6209777	
CADM2	cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:29849]	0.62060785	
B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]	0.6200871	
TMC7	transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]	0.61946726	
RFLNA	refilin A [Source:HGNC Symbol;Acc:HGNC:27051]	0.6185905	
DNAAF11	dynein axonemal assembly factor 11 [Source:HGNC Symbol;Acc:HGNC:16725]	0.6165622	
ASAH2	N-acylsphingosine amidohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:18860]	0.61652696	
FBXO48	F-box protein 48 [Source:HGNC Symbol;Acc:HGNC:33857]	0.61647385	
BMPR1B	bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077]	0.615356	
WDR5B	WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]	0.6146697	
ODAD4	outer dynein arm docking complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:25280]	0.6144571	
BTN3A2	butyrophilin subfamily 3 member A2 [Source:HGNC Symbol;Acc:HGNC:1139]	0.61359584	
PCED1A	PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212]	0.6131035	
CMYA5	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]	0.6127004	
MYOZ1	myozenin 1 [Source:HGNC Symbol;Acc:HGNC:13752]	0.61263835	
EGLN2	egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660]	0.61263704	
LINC01694	long intergenic non-protein coding RNA 1694 [Source:HGNC Symbol;Acc:HGNC:52481]	0.6121279	
TRAPPC5	trafficking protein particle complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:23067]	0.61196756	
F8	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]	0.6118865	
NDRG2	NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]	0.61118424	
PCDH10	protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]	0.61060715	
PIEZO2	piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]	0.6103218	
PTPRT	protein tyrosine phosphatase receptor type T [Source:HGNC Symbol;Acc:HGNC:9682]	0.6102967	
NRIP2	nuclear receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23078]	0.6088466	
TENM4	teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945]	0.6085882	
TSC22D3	TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051]	0.6081419	
SMOC1	SPARC related modular calcium binding 1 [Source:HGNC Symbol;Acc:HGNC:20318]	0.6070858	
NIFK-AS1	NIFK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27385]	0.6068356	
LINC01018	long intergenic non-protein coding RNA 1018 [Source:HGNC Symbol;Acc:HGNC:27394]	0.60674304	
RGPD6	RANBP2 like and GRIP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:32419]	0.6064551	
ARPIN	actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782]	0.60629517	
ZNF70	zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140]	0.6060019	
MXRA8	matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]	0.60597986	
NCK1-DT	NCK1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49645]	0.60506207	
KCNB1	potassium voltage-gated channel subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:6231]	0.60487735	
TMC4	transmembrane channel like 4 [Source:HGNC Symbol;Acc:HGNC:22998]	0.6046467	
GDA	guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]	0.6042351	
ZNF449	zinc finger protein 449 [Source:HGNC Symbol;Acc:HGNC:21039]	0.60381174	
HHLA1	HHLA1 neighbor of OC90 [Source:HGNC Symbol;Acc:HGNC:4904]	0.6037761	
MFF-DT	MFF divergent transcript [Source:HGNC Symbol;Acc:HGNC:41067]	0.6034623	
FAM83E	family with sequence similarity 83 member E [Source:HGNC Symbol;Acc:HGNC:25972]	0.6033539	
ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]	0.6026144	
DNASE1L1	deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]	0.60259265	
ANKRD18B	ankyrin repeat domain 18B [Source:HGNC Symbol;Acc:HGNC:23644]	0.6023987	
ANKDD1A	ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002]	0.6019584	
TMEM184A	transmembrane protein 184A [Source:HGNC Symbol;Acc:HGNC:28797]	0.59942895	
EPB41L4A	erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]	0.5992473	
SDAD1P1	SDA1 domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31403]	0.5988408	
DPP4	dipeptidyl peptidase 4 [Source:HGNC Symbol;Acc:HGNC:3009]	0.5987996	
EPHB3	EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]	0.5987439	
GLB1L	galactosidase beta 1 like [Source:HGNC Symbol;Acc:HGNC:28129]	0.598463	
ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	0.5984382	
MCOLN2	mucolipin TRP cation channel 2 [Source:HGNC Symbol;Acc:HGNC:13357]	0.59829783	
RBMS1P1	RNA binding motif single stranded interacting protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9908]	0.5975644	
BCDIN3D	BCDIN3 domain containing RNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:27050]	0.59704494	
TPD52L1	TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]	0.5948014	
RNF128	ring finger protein 128 [Source:HGNC Symbol;Acc:HGNC:21153]	0.59418315	
IMMP2L	inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]	0.5932417	
FANK1	fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]	0.5931013	
TDRD6	tudor domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21339]	0.59281665	
LINC02035	long intergenic non-protein coding RNA 2035 [Source:HGNC Symbol;Acc:HGNC:52875]	0.5921144	
LCTL	lactase like [Source:HGNC Symbol;Acc:HGNC:15583]	0.59206736	
CLYBL	citramalyl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:18355]	0.59117687	
TRAPPC9	trafficking protein particle complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:30832]	0.5908634	
ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]	0.5908493	
TGFB1I1	transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]	0.59012055	
NRG3	neuregulin 3 [Source:HGNC Symbol;Acc:HGNC:7999]	0.5894442	
PCDHA3	protocadherin alpha 3 [Source:HGNC Symbol;Acc:HGNC:8669]	0.5891251	
ZFP69B	ZFP69 zinc finger protein B [Source:HGNC Symbol;Acc:HGNC:28053]	0.58892214	
PAK6	p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]	0.5884729	
ZSCAN12P1	zinc finger and SCAN domain containing 12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13850]	0.5881983	
GADD45G	growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]	0.5879979	
CPXM2	carboxypeptidase X, M14 family member 2 [Source:HGNC Symbol;Acc:HGNC:26977]	0.58727384	
COL13A1	collagen type XIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2190]	0.5864449	
ENSG00000268858	novel transcript, antisense to ABHD16B	0.5862713	
GRAMD1C	GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252]	0.5842667	
GPR89B	G protein-coupled receptor 89B [Source:HGNC Symbol;Acc:HGNC:13840]	0.58419424	
MICALL2	MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]	0.5839771	
COL8A2	collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216]	0.5836775	
JAKMIP3	Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]	0.58367586	
GAS6	growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]	0.58223265	
SLC44A4	solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]	0.58195263	
THSD7B	thrombospondin type 1 domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348]	0.5818692	
SPTSSB	serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]	0.5808008	
SYT12	synaptotagmin 12 [Source:HGNC Symbol;Acc:HGNC:18381]	0.5794865	
SDCBP2-AS1	SDCBP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44314]	0.57943326	
LSAMP	limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]	0.57929474	
ACTN2	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]	0.57908773	
ZDHHC12-DT	ZDHHC12 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55873]	0.5789411	
THAP2	THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]	0.5785674	
PCBP3	poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]	0.57849056	
ZEB1-AS1	ZEB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42354]	0.57842034	
TNXB	tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]	0.57769877	
C17orf100	chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]	0.5775041	
ZNF469	zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]	0.5773207	
TRPM4	transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993]	0.5764338	
ZFHX3-AS1	ZFHX3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56033]	0.57572854	
SIT1	signaling threshold regulating transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:17710]	0.57549554	
FTH1P2	ferritin heavy chain 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3989]	0.57546943	
ILRUN-AS1	ILRUN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55216]	0.575446	
IGSF1	immunoglobulin superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:5948]	0.5740139	
RTN3P1	reticulon 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19212]	0.5739927	
KIF18A	kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]	0.5736764	
RRN3P1	RRN3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:30548]	0.5734144	
SERPINB9	serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]	0.5734004	
HLA-F	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]	0.57311696	
LINC03020	long intergenic non-protein coding RNA 3020 [Source:HGNC Symbol;Acc:HGNC:56148]	0.5729368	
MBNL2	muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]	0.57279843	
ACADSB	acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]	0.57262516	
FAM78A	family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]	0.571565	
FUT2	fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4013]	0.57130915	
C1QTNF6	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]	0.5709222	
MYO1F	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	0.57079214	
UGT3A1	UDP glycosyltransferase family 3 member A1 [Source:HGNC Symbol;Acc:HGNC:26625]	0.5707921	
AKAP6	A-kinase anchoring protein 6 [Source:HGNC Symbol;Acc:HGNC:376]	0.57054955	
HS6ST2	heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]	0.57010186	
ZBTB47	zinc finger and BTB domain containing 47 [Source:HGNC Symbol;Acc:HGNC:26955]	0.5699024	
TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]	0.5695551	
NPIPB3	nuclear pore complex interacting protein family member B3 [Source:HGNC Symbol;Acc:HGNC:28989]	0.5694828	
KIRREL2	kirre like nephrin family adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:18816]	0.56942165	
ZNF320	zinc finger protein 320 [Source:HGNC Symbol;Acc:HGNC:13842]	0.5693943	
CICP14	capicua transcriptional repressor pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:38542]	0.5691463	
METTL27	methyltransferase like 27 [Source:HGNC Symbol;Acc:HGNC:19068]	0.56840473	
VSTM2L	V-set and transmembrane domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:16096]	0.56837916	
PPM1F-AS1	PPM1F antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40888]	0.5679818	
FAM227B	family with sequence similarity 227 member B [Source:HGNC Symbol;Acc:HGNC:26543]	0.5678503	
ZNF736	zinc finger protein 736 [Source:HGNC Symbol;Acc:HGNC:32467]	0.5668298	
C1R	complement C1r [Source:HGNC Symbol;Acc:HGNC:1246]	0.5663401	
PCDHGA2	protocadherin gamma subfamily A, 2 [Source:HGNC Symbol;Acc:HGNC:8700]	0.5660372	
PLLP	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]	0.56527364	
TMEM221	transmembrane protein 221 [Source:HGNC Symbol;Acc:HGNC:21943]	0.5652444	
CA13	carbonic anhydrase 13 [Source:HGNC Symbol;Acc:HGNC:14914]	0.56465596	
LOXL1	lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665]	0.56451476	
GUSBP13	GUSB pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:54495]	0.56440157	
ZNF112	zinc finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12892]	0.5642344	
EYA2	EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]	0.56407183	
TRAC	T cell receptor alpha constant [Source:HGNC Symbol;Acc:HGNC:12029]	0.5630459	
CYP27C1	cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]	0.5629913	
PLA2G6	phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]	0.56263256	
CBLC	Cbl proto-oncogene C [Source:HGNC Symbol;Acc:HGNC:15961]	0.56182444	
NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21576]	0.56133467	
CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	0.5612168	
ZP3	zona pellucida glycoprotein 3 [Source:HGNC Symbol;Acc:HGNC:13189]	0.56095916	
ADAMTSL4	ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	0.5598872	
SMOC2	SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323]	0.55962366	
ZNF354B	zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]	0.558836	
KCP	kielin cysteine rich BMP regulator [Source:HGNC Symbol;Acc:HGNC:17585]	0.5587067	
ZNF417	zinc finger protein 417 [Source:HGNC Symbol;Acc:HGNC:20646]	0.557637	
GSTO2	glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064]	0.5571507	
FAM181B	family with sequence similarity 181 member B [Source:HGNC Symbol;Acc:HGNC:28512]	0.5561691	
PRSS53	serine protease 53 [Source:HGNC Symbol;Acc:HGNC:34407]	0.5561677	
COL9A1	collagen type IX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2217]	0.5558706	
MOCS2-DT	MOCS2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27417]	0.5546175	
ZNF823	zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]	0.55405647	
LPAR1	lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]	0.55401444	
KATNAL2	katanin catalytic subunit A1 like 2 [Source:HGNC Symbol;Acc:HGNC:25387]	0.55375755	
AHNAK	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]	0.5537008	
DYDC2	DPY30 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23468]	0.5533116	
NLRP2	NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]	0.5531032	
P2RX4	purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]	0.5529257	
CYP11A1	cytochrome P450 family 11 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2590]	0.55269545	
ZFP37	ZFP37 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12863]	0.552479	
NEGR1	neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]	0.5523092	
ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]	0.5522006	
NFATC2	nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]	0.55193317	
TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]	0.5516596	
ZNF516	zinc finger protein 516 [Source:HGNC Symbol;Acc:HGNC:28990]	0.551598	
HOMER3	homer scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]	0.5514486	
PLEKHM1P1	pleckstrin homology and RUN domain containing M1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35411]	0.5505677	
NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]	0.5501602	
ZDHHC19	zinc finger DHHC-type palmitoyltransferase 19 [Source:HGNC Symbol;Acc:HGNC:20713]	0.54976344	
FREM1	FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:HGNC:23399]	0.54940414	
NOS1	nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]	0.5489522	
WAC-AS1	WAC antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27347]	0.5486364	
ADCK5	aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]	0.5486269	
TSPAN11	tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]	0.54857284	
SLC25A5-AS1	SLC25A5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43438]	0.54830503	
PCDHGA10	protocadherin gamma subfamily A, 10 [Source:HGNC Symbol;Acc:HGNC:8697]	0.54827535	
IKZF2	IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]	0.5481774	
SAP30-DT	SAP30 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54424]	0.5477764	
DPP6	dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]	0.547607	
ANO7	anoctamin 7 [Source:HGNC Symbol;Acc:HGNC:31677]	0.54730517	
FAM184A	family with sequence similarity 184 member A [Source:HGNC Symbol;Acc:HGNC:20991]	0.54684675	
NTM	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]	0.54669094	
LGALS1	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]	0.546528	
CYGB	cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]	0.5460078	
SNTG2-AS1	SNTG2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54058]	0.5456167	
SLC24A2	solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]	0.5452742	
PIPSL	PIP5K1A and PSMD4 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23733]	0.5438355	
PLEKHG1	pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884]	0.5436564	
EPHA4	EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]	0.54347587	
NBR2	neighbor of BRCA1 lncRNA 2 [Source:HGNC Symbol;Acc:HGNC:20691]	0.5425051	
RNF122	ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]	0.54243153	
PRRG3	proline rich and Gla domain 3 [Source:HGNC Symbol;Acc:HGNC:30798]	0.5415111	
MOK	MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833]	0.5414898	
ANXA9	annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]	0.54098296	
PDE3A	phosphodiesterase 3A [Source:HGNC Symbol;Acc:HGNC:8778]	0.5407123	
FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44135]	0.5400034	
