ID,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,MSigDB_gene_sets
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,32,-0.4947004436355859,-1.4391737997113083,0.05202254476532495,0.8057439426921894,0.7951931949932565,2321,"tags=31%, list=16%, signal=26%",7295/5905/7327/9270/55432/3638/1020/55612/284/91319,C5
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE,75,-0.49467519403568866,-1.6879522797532867,0.0016016581872997928,0.04814061984238668,0.04501861198345443,4659,"tags=67%, list=33%, signal=45%",3099/8565/51125/11260/5066/8894/29923/10397/51429/3145/836/6790/821/3417/2617/7371/3939/4141/3895/7015/10556/4200/191/54836/7416/10007/6307/6520/2618/9361/6675/230/8407/3949/3156/6319/54205/6713/51330/4860/513/3638/4609/6482/54438/4598/596/1595/3662/857,C2
GOBP_REGULATION_OF_VASOCONSTRICTION,29,-0.49430483937797565,-1.4087485072185795,0.07097110868637033,0.8373184627583885,0.8263542651068314,974,"tags=21%, list=7%, signal=19%",9732/150/5021/857/3350/2702,C5
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME,26,-0.49406035579122476,-1.3740141493121778,0.09229466553767993,0.5846708408799515,0.5467538600414836,3010,"tags=27%, list=21%, signal=21%",8932/51763/1869/6839/5925/8355/8357,C2
HUNSBERGER_EXERCISE_REGULATED_GENES,21,-0.4940323817096943,-1.3113842710124963,0.14058000405597243,0.701361455322886,0.6558768732248743,1651,"tags=29%, list=12%, signal=25%",4953/6853/2571/4902/1959/7425,C2
HP_ANODONTIA,16,-0.49400348401141175,-1.2325950710265845,0.20833642089662838,1,0.9869055823569952,45,"tags=31%, list=0%, signal=31%",5818/2072/2316/1896/57822,C5
PID_PI3KCI_AKT_PATHWAY,35,-0.4939082282527421,-1.464134317694802,0.04336640940830577,0.4246007718318667,0.3970646297774467,1568,"tags=17%, list=11%, signal=15%",4303/1147/572/4217/2810/1026,C2
GOBP_VIRAL_TRANSLATION,18,-0.49384878310385955,-1.2671631362778772,0.174240676662822,1,0.9869055823569952,5860,"tags=78%, list=41%, signal=46%",5094/55337/8661/9474/8562/8665/9140/8666/8662/6741/8664/5725/28985/1660,C5
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,40,-0.4938440822196259,-1.5056674941471075,0.02964528474324556,0.34158761060123816,0.3194350249406775,1323,"tags=22%, list=9%, signal=20%",4790/26509/4609/7040/840/3725/3570/960/1026,C2
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM,18,-0.4937353010676713,-1.2665808784362975,0.17718279734168513,0.7675972235137043,0.7178171298599382,4372,"tags=61%, list=31%, signal=42%",5434/5432/5431/4686/5437/5440/5435/5439/5438/5441/5436,C2
IRITANI_MAD1_TARGETS_DN,44,-0.49371650744102913,-1.534961284811414,0.020596762503020054,0.2880827705867953,0.26940007234278446,5813,"tags=75%, list=41%, signal=44%",4736/60674/6136/3921/6125/790/6137/79733/445/6141/4869/84326/3843/2091/3188/7384/2821/191/328/9361/3313/5424/5917/5464/54663/1854/79077/8884/28973/708/4175/6723/10514,C2
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,88,-0.4936377339851533,-1.73325391520408,4.3226277545774494e-4,0.0980020761233106,0.09671879600867044,3534,"tags=50%, list=25%, signal=38%",3329/79568/118980/54543/7416/81894/25874/514/292/90550/54977/92609/9868/515/30968/84275/9551/87178/788/10165/10939/10452/94097/10632/79751/10440/119559/10469/513/80273/89874/3954/51025/29090/521/79714/64116/8604/131474/65990/84134/55013/6547/51660,C5
PID_ALK1_PATHWAY,22,-0.4931019514322979,-1.3223889135490865,0.13052692819148937,0.684476768482638,0.6400871894232961,1839,"tags=27%, list=13%, signal=24%",3624/4092/1460/7040/4093/857,C2
GOBP_POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,15,-0.49292459747077355,-1.214292768923895,0.2283877027564033,1,0.9869055823569952,3313,"tags=60%, list=23%, signal=46%",29927/439/23480/55176/8266/3309/10952/54557/51608,C5
WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL,17,-0.492869419869698,-1.2458614495790645,0.19710438468174488,0.8039734189424782,0.7518342620199275,5480,"tags=82%, list=39%, signal=50%",8667/10209/8661/3646/1983/8665/8666/8662/8894/8668/8664/728689/1965/8663,C2
GOBP_SIALYLATION,16,-0.49275745181262826,-1.2294860784865127,0.21126343090033345,1,0.9869055823569952,1332,"tags=31%, list=9%, signal=28%",27090/6482/6489/7903/29906,C5
GOMF_SIALYLTRANSFERASE_ACTIVITY,16,-0.49275745181262826,-1.2294860784865127,0.21126343090033345,1,0.9869055823569952,1332,"tags=31%, list=9%, signal=28%",27090/6482/6489/7903/29906,C5
DANG_MYC_TARGETS_UP,127,-0.49257723807613985,-1.8165569560846115,2.5516158888683966e-5,0.0019310264530400473,0.0018057958311258485,4015,"tags=53%, list=28%, signal=38%",6634/3939/8165/7015/7157/3308/5425/3159/1736/65018/8531/5634/1104/5478/6193/7298/3329/4257/6155/22948/5481/5982/4522/8886/4691/3336/328/1977/5111/3313/5689/3015/26354/2395/6838/8624/6628/10935/1662/7345/5245/1869/3312/7295/51154/1019/1965/5036/993/1476/2194/4234/6154/84864/4953/3324/581/6723/7965/4830/8663/7037/4831/6218/80177/8061/2012,C2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,81,-0.4923407727520629,-1.7002978133127031,7.059830227010637e-4,0.026449497138511625,0.024734198536175523,624,"tags=16%, list=4%, signal=15%",3725/4217/8338/8355/8357/8294/1032/8970/8341/8339/3017/8365/8334,C2
NADLER_HYPERGLYCEMIA_AT_OBESITY,46,-0.4922975391727099,-1.5442441747034503,0.01754495116033099,0.2608965018157289,0.24397688317136174,2700,"tags=30%, list=19%, signal=25%",6628/5437/2965/10383/4968/28973/84916/79174/1212/2322/2596/1154/5054/10535,C2
GOMF_SYNTAXIN_1_BINDING,15,-0.49202493944224196,-1.2120765106073985,0.23062750623171127,1,0.9869055823569952,1438,"tags=20%, list=10%, signal=18%",134957/9751/10814,C5
GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION,15,-0.4919245019789349,-1.2118290884133174,0.23077200968173114,1,0.9869055823569952,6,"tags=13%, list=0%, signal=13%",84879/1268,C5
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,15,-0.49187613325360635,-1.2117099347056106,0.23080813554423613,1,0.9869055823569952,932,"tags=20%, list=7%, signal=19%",134/5800/2702,C5
REACTOME_CHROMOSOME_MAINTENANCE,108,-0.49157406226027206,-1.774248231553477,7.774548592491978e-5,0.00506900568230477,0.004740271328053813,1655,"tags=19%, list=12%, signal=17%",55839/5439/5438/55505/5441/201254/85236/5436/8349/55135/401541/8338/8900/378708/8294/8970/8341/8339/3017/8365/8334,C2
AMIT_EGF_RESPONSE_120_HELA,58,-0.49089711323461327,-1.6071014883877293,0.006711909911253635,0.1365205692304777,0.12766695888148547,838,"tags=34%, list=6%, signal=33%",5606/11054/9469/1616/10607/51421/10093/9020/83480/23764/4597/1969/2669/2152/6876/1839/7462/8061/1026/9518,C2
REACTOME_HIV_TRANSCRIPTION_INITIATION,43,-0.49080247878491146,-1.5185410859743955,0.02478551000953289,0.3187734423486872,0.29810039751690404,4480,"tags=53%, list=32%, signal=37%",2071/5434/51616/5432/5431/2959/2958/6875/6879/2960/5437/2965/5440/6883/6877/83860/5435/6884/5439/5438/2966/5441/5436,C2
GOCC_ENDOPEPTIDASE_COMPLEX,70,-0.4903903698762426,-1.6631156448364959,0.0022407997931569424,0.2435328977683653,0.24034397629517515,3999,"tags=63%, list=28%, signal=45%",5707/5684/7415/5685/9352/5694/5711/5688/5706/5708/5718/826/5692/5705/5717/8733/5690/5700/23392/5719/5713/5689/5714/5695/3315/9861/5709/5702/10213/5693/5682/9491/5701/5691/51604/5686/23198/5704/5687/90637/10197/11047/5683/5715,C5
GOCC_LARGE_RIBOSOMAL_SUBUNIT,109,-0.4902951505854904,-1.7729929753004265,7.394800872712336e-5,0.024386036514330904,0.024066715567554693,5094,"tags=68%, list=36%, signal=44%",6137/124995/116541/6169/6161/9349/6147/6132/285855/6165/6141/9045/6157/6128/28998/54148/6142/6170/6134/6176/220717/6171/10573/11224/6181/6152/10884/29074/3396/55168/65003/51642/51121/29093/122704/6158/51538/84311/54948/6155/65005/6166/55052/25873/65008/51258/7311/29088/54534/11222/63875/64928/51318/79590/51073/64976/51253/51069/57129/84545/740/64983/6154/9553/65080/219927/6150/64981/51264/64979/6182/84769/6139/64978,C5
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,22,-0.49022797130213525,-1.3146815429924539,0.13484873670212766,0.6906319789203142,0.6458432231278367,4492,"tags=64%, list=32%, signal=43%",5879/10788/8826/10376/60/347733/4221/71/84790/10383/7277/7280/84617/10381,C2
HP_HYPOPIGMENTATION_OF_THE_FUNDUS,16,-0.48876692789968307,-1.219529265902988,0.219414597999259,1,0.9869055823569952,8,"tags=12%, list=0%, signal=13%",4935/4286,C5
GOBP_PLASMINOGEN_ACTIVATION,17,-0.48862987958048504,-1.2368394142459544,0.20205531207495844,1,0.9869055823569952,2185,"tags=35%, list=15%, signal=30%",2161/3818/1718/302/6281/5054,C5
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,62,-0.4882355637927806,-1.6207743415160638,0.004843371611592844,0.10893222926107829,0.10186777356944927,3999,"tags=69%, list=28%, signal=50%",5707/5684/5685/5694/5711/5688/5706/5708/5718/5692/5705/8454/7979/5717/5690/5700/5719/5713/5689/7311/5714/5695/6502/9861/5709/5702/10213/5693/5682/9491/5701/5691/10273/5686/23198/5704/5687/2101/10197/133522/5683/5715/2908,C2
GOBP_RIBOSOME_BIOGENESIS,293,-0.4881654142965631,-1.964293114114185,3.575524745317944e-11,8.646810675760562e-8,8.53358572549216e-8,4080,"tags=62%, list=29%, signal=45%",5901/79066/6227/51065/11157/6152/2091/51018/23404/26574/22803/25879/1736/54853/51121/29093/92345/51504/22907/285367/22984/10556/6193/6234/4931/26284/114049/84135/84128/6155/51096/9221/55164/55052/22868/26156/57418/55651/54475/8886/27042/55226/23160/65008/9790/64434/90441/55127/55813/26164/10199/23195/51335/8780/50628/10557/10412/25926/23560/54433/153443/4809/25983/54059/6838/51118/23076/64794/10528/6059/27341/1662/55299/54505/55695/51547/9775/115939/54663/117246/10248/80135/55661/27292/51081/26155/57050/51154/113000/10607/79039/4927/5393/5036/90121/64745/79954/51367/81875/84154/64963/84294/6839/27079/28987/51388/9092/51116/10885/84881/161424/51119/55794/84365/6154/708/54606/705/9875/9188/84864/23481/115416/55720/11137/55178/54984/57109/29960/55341/51001/10799/84916/220064/79050/55027/85395/92856/64216/2971/54865/55505/8568/29777/55003/10436/51010/10360/83732/10171/9816/55646/55272/88745/54555/51013/10514/8602/64979/57647/3692/10969/27340/65083/9136/9277/10813/56915/23378/54512/23246/84769/3669/23223/84946/23212/51491/5822/91893/79922/56342/6218,C5
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,16,-0.487992019660637,-1.217595781409741,0.2210448314190441,1,0.9869055823569952,6,"tags=19%, list=0%, signal=19%",6622/1020/1268,C5
GOCC_SMALL_RIBOSOMAL_SUBUNIT,64,-0.48798256812278407,-1.627008034990118,0.004525605398967844,0.3568833387990403,0.35221015931097566,5640,"tags=81%, list=40%, signal=49%",7818/6232/23107/3921/6189/6191/10399/6208/6229/6203/6224/6235/6217/6233/6201/6188/6222/6187/6223/6207/6209/6206/6227/51065/6210/54460/55168/64969/6193/6234/51023/51650/64965/51021/7311/60488/54505/55173/64968/51081/56945/64960/64949/64963/65993/51116/28973/6231/6204/28957/6183/6218,C5
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,27,-0.4879413390890081,-1.3672769753743585,0.09460811056555737,0.5905762602955781,0.5522763021318029,352,"tags=11%, list=2%, signal=11%",1969/2042/79784,C2
REACTOME_TRNA_AMINOACYLATION,42,-0.4877919660304346,-1.5021519885605217,0.028773168578993823,0.3377858405478555,0.31587980667710086,4652,"tags=64%, list=33%, signal=43%",1615/2058/27068/8565/55699/3035/2617/4141/55157/7453/4677/23438/7407/9255/23395/3735/5917/5464/25973/10056/9521/10352/2193/92935/7965/10667/54938,C2
KORKOLA_CORRELATED_WITH_POU5F1,30,-0.48775628619079375,-1.3996000017196286,0.07305672015806468,0.5257464248475946,0.49165080091184865,1261,"tags=27%, list=9%, signal=24%",2118/7378/7004/64782/29842/874/359787/340168,C2
PID_SYNDECAN_2_PATHWAY,29,-0.4877269037761058,-1.3887329803429014,0.07799099739398246,0.5409588329880486,0.5058766563672048,1387,"tags=21%, list=10%, signal=19%",51399/581/3909/7040/3265/858,C2
HP_MEGALOBLASTIC_ANEMIA,15,-0.48771703535054145,-1.2014642246419376,0.2387919511578339,1,0.9869055823569952,4111,"tags=73%, list=29%, signal=52%",1719/10560/27249/6573/3251/5052/113235/4522/7466/7372/4552,C5
ZHAN_MULTIPLE_MYELOMA_SUBGROUPS,30,-0.4875978891023969,-1.399145486685237,0.07315310105537083,0.5257464248475946,0.49165080091184865,4916,"tags=87%, list=35%, signal=57%",7341/5557/2130/1163/10575/4528/4150/10438/4436/2280/10036/50/6634/5425/7336/7298/5902/2547/2146/1676/990/6631/1967/10213/1965/1460,C2
REACTOME_TIGHT_JUNCTION_INTERACTIONS,21,-0.48748967651540065,-1.2940169870057765,0.15047657675927803,0.7196206556995158,0.6729519308285132,733,"tags=29%, list=5%, signal=27%",5010/92359/137075/7122/50855/24146,C2
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,27,-0.48747376672144044,-1.3659667749849222,0.09551736679396254,0.5926831632105611,0.5542465685123973,3822,"tags=59%, list=27%, signal=43%",1841/7296/7298/205/50484/2987/4832/7295/1854/79077/1503/6241/4830/102157402/4831/203,C2
REACTOME_TRNA_PROCESSING,106,-0.4874498130561046,-1.7565650925020013,1.5590664918140395e-4,0.008470927938856282,0.007921572660836517,3699,"tags=46%, list=26%, signal=34%",84705/51504/51493/10556/9883/10940/100101267/127253/3028/23279/1478/60528/10557/11102/54517/54931/54920/79691/79042/54802/54888/81890/283989/10248/25821/4927/51367/9692/4234/51605/10785/24140/63892/55644/10799/55039/80324/80746/55621/348180/54482/55687/83480/81605/10978/115708/8270/90353/113179,C2
KEGG_O_GLYCAN_BIOSYNTHESIS,22,-0.4869146697926575,-1.3057960109627142,0.1413314494680851,0.701361455322886,0.6558768732248743,857,"tags=23%, list=6%, signal=21%",6482/79623/374378/51301/50614,C2
HP_DYSTROPHIC_FINGERNAILS,23,-0.48676513724085246,-1.3187025548475082,0.12637386135226447,0.9762112010035907,0.9634282838298704,1036,"tags=17%, list=7%, signal=16%",7737/4000/1308/54463,C5
ELVIDGE_HIF1A_TARGETS_UP,66,-0.4866133681119761,-1.629203888552712,0.0035899148438804473,0.08743712131244447,0.08176666295952743,3390,"tags=52%, list=24%, signal=39%",11196/262/2992/8835/9673/29919/23395/11021/51728/11151/3416/8884/10808/28232/10061/1503/55341/22845/10799/79000/896/10197/1147/6723/9816/3419/56902/79080/1119/6183/23223/23212/79084/6674,C2
GOBP_DNA_REPLICATION_INDEPENDENT_CHROMATIN_ORGANIZATION,22,-0.4865455796930889,-1.3070705481790914,0.13529460997656512,0.988588798414016,0.9756438038103866,1007,"tags=14%, list=7%, signal=13%",401541/8294/8365,C5
HP_HYPERTENSION_ASSOCIATED_WITH_PHEOCHROMOCYTOMA,18,-0.4859409173515181,-1.2468723988885457,0.18858131487889274,1,0.9869055823569952,2065,"tags=28%, list=15%, signal=24%",6392/54949/8402/6390/2034,C5
HP_RECURRENT_PAROXYSMAL_HEADACHE,18,-0.4859409173515181,-1.2468723988885457,0.18858131487889274,1,0.9869055823569952,2065,"tags=28%, list=15%, signal=24%",6392/54949/8402/6390/2034,C5
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP,29,-0.4859373063060406,-1.3836373561134891,0.08040748637763563,0.5487390133146857,0.513152277670647,3114,"tags=34%, list=22%, signal=27%",2730/2729/3949/3162/5534/4864/4254/26511/9314/89795,C2
HP_ABNORMAL_CIRCULATING_NUCLEOBASE_CONCENTRATION,26,-0.4859332999134251,-1.352812077966439,0.10118537882543832,0.9255266772387251,0.9134074443872188,1871,"tags=35%, list=13%, signal=30%",8792/137682/4860/1497/10243/4338/4609/54938/4982,C5
REACTOME_SYNTHESIS_OF_DNA,117,-0.4859084833703303,-1.769410873690378,1.155794396298064e-4,0.00699750950215885,0.006543708123401822,3999,"tags=57%, list=28%, signal=41%",5707/5684/54107/8318/5685/5425/5694/10714/5711/5688/5706/5708/5718/5692/81620/5705/8454/7979/5717/5985/5982/5690/5700/5719/5111/4171/5713/51434/990/5689/5424/890/7311/5714/5695/6502/9861/5709/23649/51343/5702/10213/5693/5682/2237/9491/5701/4174/5691/4998/4173/5686/898/5001/23198/5427/5704/5687/4175/246184/10197/56655/25906/5683/5715/8900/9134,C2
KEGG_DNA_REPLICATION,35,-0.48550027196234186,-1.4392098952165568,0.05108416023520764,0.44721404945963616,0.4182113947034426,4180,"tags=60%, list=30%, signal=42%",4176/79621/54107/5425/10714/6742/5985/5982/246243/5111/4171/5424/23649/2237/4174/84153/4173/5427/4175/56655/10535,C2
GOCC_RIBOSOMAL_SUBUNIT,170,-0.4854854968522588,-1.8542440068277493,3.9684092073983606e-7,2.879080879967511e-4,2.8413809924972267e-4,5483,"tags=75%, list=39%, signal=46%",6189/6125/6168/6129/6175/6191/10399/6143/6159/6208/6229/6144/6203/6224/6137/124995/116541/6169/6161/9349/6147/6235/6217/6132/6233/285855/6201/6188/6222/6165/6141/9045/6157/6128/28998/6187/6223/54148/6142/6170/6134/6176/220717/6171/6207/10573/6209/6206/11224/6181/6227/51065/6152/6210/10884/54460/29074/3396/55168/65003/51642/51121/64969/29093/122704/6158/51538/6193/6234/84311/54948/6155/51023/51650/64965/65005/6166/55052/25873/65008/51021/51258/7311/29088/54534/60488/11222/54505/55173/64968/63875/64928/51081/56945/51318/64960/79590/51073/64949/64976/64963/51253/51069/57129/84545/65993/51116/740/64983/28973/6154/6231/9553/65080/6204/219927/6150/64981/51264/64979/6182/28957/6183/84769/6139/6218/64978,C5
HP_QUADRICEPS_MUSCLE_WEAKNESS,15,-0.48539896664554555,-1.1957537892512342,0.24352443914598462,1,0.9869055823569952,28,"tags=27%, list=0%, signal=27%",50484/5428/56652/1303,C5
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS,15,-0.485050124971114,-1.1948944368777983,0.24413857880856907,1,0.9869055823569952,2010,"tags=33%, list=14%, signal=29%",161823/4860/54963/56952/4907,C5
GOBP_LUNG_MORPHOGENESIS,36,-0.4849679859069045,-1.4493849934971057,0.04643651381976067,0.7949584938013831,0.7845489752746936,696,"tags=17%, list=5%, signal=16%",9241/4838/3976/652/340419/64399,C5
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,15,-0.4847423439801648,-1.194136235250938,0.24460821502113364,1,0.9869055823569952,2824,"tags=47%, list=20%, signal=37%",2395/10105/2876/51499/27166/55486/4000,C5
GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX,91,-0.48457001148528195,-1.7094897050780002,3.4721035902098566e-4,0.0812584243450726,0.08019439259968572,4929,"tags=70%, list=35%, signal=46%",1659/23020/6633/27336/84950/22938/6627/55696/151903/6632/6936/8175/988/9939/6625/81576/11157/6634/25949/10992/25804/9128/6635/8449/23450/51645/9343/6636/9129/9410/51503/10946/56949/6629/79753/6638/55692/10594/6631/10907/4809/51631/6628/83443/6637/24144/26121/9775/51690/84844/5356/10262/10291/9092/27258/55702/84811/57461/27339/11338/8896/7737/8559/100130932,C5
HP_DYSTROPHIC_TOENAIL,16,-0.4842552982573599,-1.2082722350531883,0.22982586143015932,1,0.9869055823569952,979,"tags=31%, list=7%, signal=29%",10269/8517/4000/1308/54463,C5
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,37,-0.48414599654948604,-1.4514799705759376,0.04469973321718299,0.42840027963220895,0.400617732499259,6255,"tags=76%, list=44%, signal=42%",55746/8480/11097/9972/53371/6396/5903/9818/81929/23636/8021/55706/23165/9688/10762/79902/4928/9631/3836/23511/79023/3159/9883/100101267/23279/292/8815/4927,C2
REACTOME_GENE_SILENCING_BY_RNA,92,-0.48396217234124284,-1.704088132314761,6.608917277988943e-4,0.025007670914390306,0.023385877398146966,366,"tags=17%, list=3%, signal=17%",5438/5441/85236/5436/8349/8338/8355/8357/8294/8970/8341/8339/3017/8365/8334/56165,C2
HP_KERATOSIS_PILARIS,19,-0.4837733690124574,-1.2567077606083996,0.17966075012790744,1,0.9869055823569952,28,"tags=11%, list=0%, signal=11%",4953/1303,C5
HP_HYPERURICEMIA,17,-0.48353633312896954,-1.2239464265822944,0.21297415747317516,1,0.9869055823569952,1047,"tags=29%, list=7%, signal=27%",25970/8792/4609/54938/4982,C5
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,43,-0.48326020954843435,-1.4940962954191823,0.027723476097387595,0.7057326985492877,0.6964915398501585,1102,"tags=23%, list=8%, signal=22%",5925/27063/23764/7832/642658/1959/51676/93649/688/54715,C5
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP,252,-0.4832518208744913,-1.9207051857757058,8.744887094516904e-10,7.412166301312528e-7,6.9314736654434e-7,2709,"tags=44%, list=19%, signal=36%",11332/23597/5690/5700/3336/22827/284098/7283/7447/26292/11164/3161/55352/374291/55239/1462/9319/131076/51232/64422/4726/56262/4867/5245/8517/10383/10213/4580/55165/64411/51371/5682/5701/90417/54998/10248/4174/1965/10962/3416/9442/79077/79801/4131/55969/285381/57129/401115/54733/10273/3624/1503/84967/5427/6241/8609/7277/5687/3801/3918/4860/51372/80324/151887/347902/79833/55107/51399/7280/10197/54865/10274/283871/5889/55612/201254/494143/2113/4830/8682/10969/521/54962/3909/116496/25906/138241/9263/2824/23246/126917/7980/284184/51239/10244/4199/440574/9510/2152/306/3910/64146/140809/4168/2877/857/858/1555/1303/108570035/2012,C2
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE,21,-0.48301312191643375,-1.284016089540721,0.1536380405820865,1,0.9869055823569952,646,"tags=19%, list=5%, signal=18%",10865/84766/3265/301,C5
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,43,-0.4829901136960867,-1.4943696567766807,0.029194470924690182,0.3404897713005822,0.31840838254059567,6255,"tags=77%, list=44%, signal=43%",55746/8480/11097/51692/9972/53371/53981/6396/5903/9818/81929/23636/8021/55706/23165/9688/10762/79902/4928/9631/23511/79023/81608/9883/100101267/4686/10189/1977/23279/55339/7884/4927/10482,C2
NAGASHIMA_NRG1_SIGNALING_UP,153,-0.48283173313358513,-1.819843861800179,2.8447733064491187e-6,3.2438748930463466e-4,3.0335036318818447e-4,2038,"tags=35%, list=14%, signal=30%",4864/51330/26091/83481/23198/23082/80271/1847/8877/3918/1316/133/7280/9020/60673/150094/81873/60370/84617/3491/79693/5187/4609/8870/64782/1844/3909/51083/23764/1969/2669/2526/3669/3725/5822/3570/3976/28231/8651/2627/23237/2354/4739/27076/2810/1839/8061/7262/11221/360/1850/9518/4982,C2
WILLERT_WNT_SIGNALING,20,-0.48282204220937003,-1.2681858232754175,0.16807987954671527,0.7553791405291403,0.7063914120593661,18,"tags=20%, list=0%, signal=20%",3621/1462/6728/4982,C2
SESTO_RESPONSE_TO_UV_C4,18,-0.482687813903846,-1.2382407213395423,0.19925903292338248,0.8065356955948966,0.7542303703124079,4015,"tags=44%, list=28%, signal=32%",6634/7298/8683/928/220/479/1020/10212,C2
BAE_BRCA1_TARGETS_DN,29,-0.4826442450016021,-1.3742608324803698,0.0847666429755982,0.5643657999643006,0.5277656384256706,246,"tags=10%, list=2%, signal=10%",573/4494/7130,C2
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP,16,-0.48249878327409496,-1.2014859953214398,0.23438015317527208,0.8642227601662614,0.8081763225021669,578,"tags=25%, list=4%, signal=24%",1847/9510/3656/89795,C2
SESTO_RESPONSE_TO_UV_C2,50,-0.48239979508986686,-1.537176383876896,0.01568601495797207,0.2455361782494484,0.22961270487796462,694,"tags=20%, list=5%, signal=19%",7264/6429/1503/23198/5359/4130/2152/306/2908/2012,C2
AMIT_EGF_RESPONSE_60_HELA,41,-0.48232958535852166,-1.4765672002630752,0.03508874018038988,0.3799795850805561,0.3553372091672572,1634,"tags=29%, list=12%, signal=26%",1316/6574/5359/3491/5187/2355/115201/9052/3976/388/2354/5054,C2
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,82,-0.48217554542177554,-1.6680154460879557,0.0016498247061249743,0.04855525767053918,0.045406359784799184,3708,"tags=57%, list=26%, signal=43%",3014/5711/5688/5706/5708/5718/5692/5705/7979/5717/5690/5700/5719/5713/5689/3015/7311/5714/5695/9861/5709/5702/10213/5693/5682/9491/5701/5691/5686/23198/5704/5687/10197/85236/8349/5683/5715/8338/8355/8357/8294/8970/8341/8339/3017/8365/8334,C2
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION,26,-0.4820306574489545,-1.3419473319964443,0.10690945148059675,0.9356189028850777,0.9233675182160106,3910,"tags=46%, list=28%, signal=33%",7157/3014/1958/2547/3297/10269/3309/545/79073/6154/3265/1026,C5
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,64,-0.48168027504010724,-1.6063103974043988,0.005260602136613791,0.11433041976907307,0.10691588148097665,4480,"tags=53%, list=32%, signal=36%",2071/5434/6749/51616/5432/5431/2959/6923/25920/7469/51497/2958/4686/6921/6875/6879/2960/5437/2965/5440/1025/6883/6877/83860/5435/6924/6884/5439/9150/5438/8178/2966/5441/5436,C2
WP_FBXL10_ENHANCEMENT_OF_MAPERK_SIGNALING_IN_DIFFUSE_LARGE_BCELL_LYMPHOMA,22,-0.48162679039032996,-1.2916151035915078,0.150390625,0.7196206556995158,0.6729519308285132,723,"tags=14%, list=5%, signal=13%",84759/8355/8357,C2
ZWANG_EGF_PERSISTENTLY_UP,26,-0.4815438543983263,-1.3392049406555022,0.1105218592628905,0.640198820521832,0.5986807479358927,2550,"tags=42%, list=18%, signal=35%",3156/25940/84263/11161/55902/50814/3422/55915/4199/1595/54715,C2
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,48,-0.48087111287195006,-1.5211235363993205,0.019290123456790122,0.2773428117887261,0.2593566196529033,1426,"tags=17%, list=10%, signal=15%",6907/2571/114787/4233/814/2572/2874/54715,C2
PID_PDGFRA_PATHWAY,20,-0.48081770572125526,-1.2629212104427694,0.17192329027656708,0.7597538726768329,0.7104824347701935,1011,"tags=20%, list=7%, signal=19%",2889/6461/3725/857,C2
REACTOME_CD209_DC_SIGN_SIGNALING,18,-0.48042895762476634,-1.2324460695007307,0.20391872278664733,0.8144785290962205,0.7616580964325949,2447,"tags=33%, list=17%, signal=28%",5970/5971/4067/4790/3265/3385,C2
